,access_code,date_last_confirmed,expected_date,fuel_type_code,id,open_date,owner_type_code,status_code,station_name,updated_at,facility_type,geocode_status,city,state,street_address,zip,country,ev_connector_types,ev_dc_fast_num,ev_level1_evse_num,ev_level2_evse_num,ev_network,ev_network_web,ev_other_evse,ev_pricing,ev_renewable_source,ev_network_ids,hy_is_retail,hy_pressures,hy_standards,hy_status_link,federal_agency,lon,lat
770,public,2019-02-06,,ELEC,70872,2015-08-01,P,E,Hamilton Landing Parking,2020-01-21T18:34:38Z,PARKING_LOT,200-9,Novato,CA,5 Hamilton Landing,94949,US,['J1772'],,,2.0,Non-Networked,,,,,,,,,,,-122.513464,38.058125
771,public,2019-02-06,,ELEC,70873,2015-08-01,P,E,Hamilton Landing Parking,2020-01-21T18:34:38Z,PARKING_LOT,200-9,Novato,CA,7 Hamilton Landing,94949,US,['J1772'],,,2.0,Non-Networked,,,,,,,,,,,-122.514276,38.059185
772,public,2019-05-09,,ELEC,70875,2012-05-10,P,E,The Outlets at Orange,2020-01-21T18:34:38Z,SHOPPING_MALL,GPS,Orange,CA,20 City Blvd W,92868,US,['J1772'],,,2.0,Non-Networked,,1 LP Inductive,Free,,,,,,,,-117.893592,33.784803
773,public,2019-05-09,,ELEC,70881,2013-07-25,P,E,Sacramento Area Electrical Training Center,2020-08-13T16:48:55Z,OFFICE_BLDG,GPS,Sacramento,CA,2836 El Centro Rd,95833,US,['J1772'],,,2.0,Non-Networked,,,,,,,,,,,-121.535361,38.618916
774,public,2020-12-22,,ELEC,70882,2016-03-07,,E,Mission Bay Aquatic Center - San Diego,2020-12-22T01:37:43Z,,GPS,San Diego,CA,1001 Santa Clara Place,92109,US,['J1772'],,,3.0,OpConnect,http://www.opconnect.com/,,,,"{'station': ['150'], 'posts': ['247_1', '249_1', '250_1']}",,,,,,-117.249228,32.78254
775,public,2020-12-22,,ELEC,70884,2016-02-25,,E,Ocean Air Rec. Center - San Diego,2020-12-22T01:37:43Z,,GPS,San Diego,CA,4770 Fairport Way,92130,US,['J1772'],,,4.0,OpConnect,http://www.opconnect.com/,,,,"{'station': ['123'], 'posts': ['239_1', '239_2', '240_1', '241_1']}",,,,,,-117.217379,32.931292
776,private,2019-05-09,,ELEC,70887,2015-05-01,P,E,Northrup Grumman,2020-01-21T18:34:38Z,OFFICE_BLDG,GPS,San Diego,CA,9356 Spectrum Center Dr,92123,US,['J1772'],,,2.0,Non-Networked,,,,,,,,,,,-117.129926,32.826378
777,public,2019-05-09,,ELEC,71144,2015-11-01,P,E,Porsche of San Diego,2020-01-21T18:34:38Z,CAR_DEALER,200-9,San Diego,CA,9020 Miramar Rd,92126,US,['J1772'],,,1.0,Non-Networked,,,,,,,,,,,-117.130446,32.895052
778,public,2019-05-09,,ELEC,71260,2014-10-01,P,E,University of California - Santa Barbara,2020-01-21T18:34:38Z,COLLEGE_CAMPUS,GPS,Santa Barbara,CA,Mesa Rd,93106,US,['NEMA520'],,4.0,,Non-Networked,,,$1 per 4 hours,,,,,,,,-119.840509,34.415166
779,public,2019-02-06,,ELEC,71262,2015-02-01,SG,E,California Highway Patrol,2020-01-21T18:34:38Z,STATE_GOV,GPS,Mojave,CA,1365 State Highway 58,93501,US,['J1772'],,,1.0,Non-Networked,,,,,,,,,,,-118.1555302711639,35.04482745606593
780,private,2019-09-09,,ELEC,71263,2014-10-01,P,E,Delano Regional Medical Center,2020-12-06T18:51:15Z,HOSPITAL,200-8,Delano,CA,1401 Garces Hwy,93215,US,['J1772'],,,4.0,Non-Networked,,,,,,,,,,,-119.238878,35.761418
781,public,2019-11-08,,ELEC,71439,2011-07-27,P,E,CalPERS,2020-08-13T16:47:14Z,PAY_GARAGE,GPS,Sacramento,CA,400 Q St,95811,US,['J1772'],,51.0,18.0,Non-Networked,,,,,,,,,,,-121.50487,38.574402
782,public,2019-11-08,,ELEC,71440,2015-04-01,P,E,CalPERS,2020-08-13T16:46:48Z,PAY_GARAGE,200-9,Sacramento,CA,400 P St,95811,US,['J1772'],,,4.0,Non-Networked,,,,,,,,,,,-121.504537,38.57524
783,private,2020-09-03,,ELEC,71441,2016-04-01,LG,E,City of Sacramento - City Hall,2020-09-03T19:35:48Z,MUNI_GOV,GPS,Sacramento,CA,915 I St,95814,US,['J1772'],,,9.0,Non-Networked,,,,,,,,,,,-121.493562,38.581912
784,public,2020-11-09,,ELEC,71444,2013-03-04,P,E,Marymount College at San Pedro,2020-11-09T16:53:32Z,COLLEGE_CAMPUS,GPS,San Pedro,CA,1600 Palos Verdes Dr N,90710,US,['J1772'],,,1.0,Non-Networked,,,Free,,,,,,,,-118.304449,33.778534
785,private,2019-11-08,,ELEC,71446,2017-07-24,SG,E,Caltrans - District 10,2020-08-03T15:17:27Z,STATE_GOV,GPS,Stockton,CA,1604 S B St,95206,US,['J1772'],,,1.0,Non-Networked,,,,SOLAR,,,,,,,-121.257382,37.941191
786,private,2019-11-08,,ELEC,71447,2014-11-01,SG,E,Caltrans - District 10,2020-08-03T15:17:27Z,STATE_GOV,GPS,Stockton,CA,1976 MLK Jr Blvd,95205,US,['J1772'],,,7.0,EV Connect,http://evconnect.com/,,,SOLAR,,,,,,,-121.259655,37.94221
787,public,2020-12-22,,ELEC,71517,2016-02-20,,E,Otay Mesa Library - San Diego,2020-12-22T01:37:43Z,,GPS,San Diego,CA,3003 Coronado Ave.,92154,US,['J1772'],,,4.0,OpConnect,http://www.opconnect.com/,,,,"{'station': ['122'], 'posts': ['242_1', '242_2', '243_1', '244_1']}",,,,,,-117.06867,32.57687
788,public,2020-12-22,,ELEC,71519,2016-03-21,,E,Nobel Rec Center - San Diego,2020-12-22T01:37:43Z,,GPS,San Diego,CA,8810 Judicial Dr.,92122,US,['J1772'],,,7.0,OpConnect,http://www.opconnect.com/,,,,"{'station': ['121'], 'posts': ['194_1', '236_1', '236_2', '237_1', '237_2', '238_1', '238_2']}",,,,,,-117.198719,32.867323
789,public,2020-12-22,,ELEC,71524,2016-04-03,,E,Rancho Bernardo-Glassman Rec.,2020-12-22T01:37:43Z,,GPS,San Diego,CA,18448 W Bernardo Dr.,92127,US,['J1772'],,,6.0,OpConnect,http://www.opconnect.com/,,,,"{'station': ['120'], 'posts': ['195_1', '195_2', '231_1', '231_2', '245_1', '245_2']}",,,,,,-117.074023,33.0474
790,private,2019-05-09,,ELEC,71655,2015-11-01,P,E,GeoVera Holdings,2020-01-21T18:34:38Z,OFFICE_BLDG,200-9,Fairfield,CA,1455 Oliver Rd,94534,US,['J1772'],,,2.0,Non-Networked,,,,,,,,,,,-122.069527,38.258821
791,private,2019-11-08,,ELEC,71871,2015-12-01,SG,E,Caltrans - District 1,2020-08-03T15:17:27Z,STATE_GOV,200-8,Ukiah,CA,3290 N State St,95482,US,['J1772'],,,1.0,Non-Networked,,,,,,,,,,,-123.206795,39.193798
792,private,2019-11-08,,ELEC,71872,2014-05-01,SG,E,Caltrans - District 2,2020-08-03T15:17:27Z,STATE_GOV,200-9,Redding,CA,1000 Center St,96001,US,['J1772'],,,6.0,Non-Networked,,,,,,,,,,,-122.396782,40.589165
793,private,2019-11-08,,ELEC,71873,2015-07-01,SG,E,Caltrans - District 3,2020-08-03T15:17:27Z,STATE_GOV,200-9,Yuba City,CA,379 Colusa Ave,96001,US,['J1772'],,,1.0,Non-Networked,,,,,,,,,,,-121.614946,39.142006
794,private,2019-11-08,,ELEC,71874,2015-07-01,SG,E,Caltrans - District 3,2020-08-03T15:17:27Z,STATE_GOV,GPS,Marysville,CA,9 9th St,95901,US,['J1772'],,,2.0,Non-Networked,,,,,,,,,,,-121.583959,39.145498
795,private,2019-11-08,,ELEC,71875,2015-06-01,SG,E,Caltrans - District 3,2020-08-03T15:17:27Z,STATE_GOV,200-9,Olivehurst,CA,1403 Furneaux Rd,95961,US,['J1772'],,,1.0,Non-Networked,,,,,,,,,,,-121.564815,39.10746
796,private,2019-11-08,,ELEC,71876,2017-07-24,SG,E,Caltrans - District 3,2020-08-03T15:17:27Z,STATE_GOV,200-8,Rancho Cordova,CA,3165 Gold Valley Dr,95742,US,['J1772'],,,1.0,Non-Networked,,,,SOLAR,,,,,,,-121.261844,38.587084
797,private,2020-04-08,,ELEC,71878,2015-05-01,SG,E,Caltrans - District 4,2020-04-08T12:29:55Z,PARKING_GARAGE,200-9,Oakland,CA,111 Grand Ave,94612,US,['J1772'],,,8.0,Non-Networked,,,,,,,,,,,-122.26492,37.810953
798,private,2019-12-12,,ELEC,71879,2015-05-01,SG,E,Caltrans - District 4,2020-08-03T15:17:27Z,STATE_GOV,200-9,Walnut Creek,CA,2616 N Main St,94597,US,['J1772'],,,1.0,Non-Networked,,,,SOLAR,,,,,,,-122.063733,37.919658
799,private,2019-12-12,,ELEC,71881,2015-06-01,SG,E,Caltrans - District 4,2020-08-03T15:17:27Z,STATE_GOV,200-8,Richmond,CA,3401 Regatta Blvd,94804,US,['J1772'],,,2.0,Non-Networked,,,,,,,,,,,-122.336768,37.918214
800,private,2019-11-08,,ELEC,71882,2015-06-01,SG,E,Caltrans - District 4,2020-08-03T15:17:27Z,STATE_GOV,200-8,San Jose,CA,1007 Knox Ave,95122,US,['J1772'],,,1.0,Non-Networked,,,,,,,,,,,-121.848214,37.337632
801,private,2019-11-08,,ELEC,71883,2015-05-01,SG,E,Caltrans - District 5,2020-08-03T15:17:27Z,MOTOR_POOL,200-9,San Luis Obispo,CA,50 Higuera St,93401,US,['J1772'],,,3.0,Non-Networked,,,,,,,,,,,-120.671467,35.267039
802,private,2019-11-08,,ELEC,71884,2015-05-01,SG,E,Caltrans - District 6,2020-08-03T15:17:27Z,STATE_GOV,200-9,Fresno,CA,3240 N Millbrook Ave,93726,US,['J1772'],,,1.0,Non-Networked,,,,,,,,,,,-119.763319,36.78019
803,private,2019-11-08,,ELEC,71885,2015-05-01,SG,E,Caltrans - District 6,2020-08-03T15:17:27Z,STATE_GOV,200-8,Visalia,CA,15337 Avenue 296,93292,US,['J1772'],,,2.0,Non-Networked,,,,,,,,,,,-119.230845,36.326723
804,private,2019-11-08,,ELEC,71886,2015-05-01,SG,E,Caltrans - District 6,2020-08-03T15:17:27Z,STATE_GOV,200-8,Bakersfield,CA,1226 Olive Dr,93308,US,['J1772'],,,1.0,Non-Networked,,,,,,,,,,,-119.045373,35.412288
805,private,2019-11-08,,ELEC,71887,2015-07-01,SG,E,Caltrans - District 6,2020-08-03T15:17:27Z,STATE_GOV,200-9,Fresno,CA,2015 E Shields Ave,93703,US,['J1772'],,,1.0,Non-Networked,,,,,,,,,,,-119.787778,36.779877
806,private,2019-11-08,,ELEC,71888,2015-05-01,SG,E,Caltrans - District 6,2020-08-03T15:17:27Z,STATE_GOV,200-8,Lemoore,CA,455 S Lemoore Ave,93245,US,['J1772'],,,1.0,Non-Networked,,,,,,,,,,,-119.780841,36.292683
807,private,2019-11-08,,ELEC,71889,2015-05-01,SG,E,Caltrans - District 6,2020-08-03T15:17:27Z,STATE_GOV,200-8,Delano,CA,805 S Lexington St,93215,US,['J1772'],,,1.0,Non-Networked,,,,,,,,,,,-119.24074,35.750383
808,private,2019-12-12,,ELEC,71891,2015-11-01,SG,E,Caltrans - District 7,2020-08-03T15:17:27Z,STATE_GOV,200-8,Glendale,CA,2090 Fern Ln,91208,US,['J1772'],,,2.0,Non-Networked,,,,,,,,,,,-118.218442,34.184983
809,private,2019-12-12,,ELEC,71892,2015-11-01,SG,E,Caltrans - District 7,2020-08-03T15:17:27Z,STATE_GOV,GPS,Los Angeles,CA,12975 W Culver Blvd,90066,US,['J1772'],,,2.0,Non-Networked,,,,,,,,,,,-118.4287891,33.9819128
810,private,2020-10-09,,ELEC,71895,2018-01-07,SG,E,Caltrans - District 8,2020-10-09T12:41:43Z,STATE_GOV,200-9,San Bernardino,CA,464 W 4th St,92401,US,['J1772'],,,3.0,EV Connect,http://evconnect.com/,,,,,,,,,,-117.293499,34.106667
811,private,2020-10-09,,ELEC,71900,2018-08-31,SG,E,Caltrans McFadden Construction Office,2020-10-09T12:41:43Z,STATE_GOV,GPS,Tustin,CA,15700 Tustin Village Way,92780,US,['J1772'],,,10.0,EV Connect,http://evconnect.com/,,,SOLAR,,,,,,,-117.835493,33.7352929
812,private,2019-11-08,,ELEC,71901,2015-05-01,SG,E,Caltrans - District 32,2020-08-03T15:17:27Z,STATE_GOV,200-8,Sacramento,CA,1920 35th St,95816,US,['J1772'],,,1.0,Non-Networked,,,,,,,,,,,-121.46453,38.56086
813,private,2019-11-08,,ELEC,71902,2015-11-01,SG,E,Caltrans - District 32,2020-08-03T15:17:27Z,STATE_GOV,200-8,San Luis Obispo,CA,66 Madonna Rd,93401,US,['J1772'],,,1.0,Non-Networked,,,,,,,,,,,-120.671516,35.267603
814,private,2019-12-12,,ELEC,71903,2019-10-29,SG,E,Caltrans - District 32,2020-08-03T15:17:27Z,STATE_GOV,200-8,Sylmar,CA,13204 Golden State Rd,91342,US,['J1772'],,,2.0,Non-Networked,,,,,,,,,,,-118.483348,34.310846
815,private,2020-10-09,,ELEC,71904,2018-10-19,SG,E,Caltrans Bandini Maintenance Station,2020-10-09T12:41:43Z,STATE_GOV,GPS,Commerce,CA,7301 E Slauson,90040,US,['J1772'],,,10.0,EV Connect,http://evconnect.com/,,,,,,,,,,-118.1319804,33.9811615
816,private,2020-04-08,,ELEC,71905,2015-11-01,SG,E,Caltrans - District 32,2020-04-08T12:29:55Z,STATE_GOV,200-8,Los Angeles,CA,100 S Main St,90012,US,['J1772'],,,8.0,Non-Networked,,,,,,,,,,,-118.243344,34.052238
817,private,2020-04-08,,ELEC,71906,2017-12-04,SG,E,Caltrans - District 32,2020-04-08T12:29:55Z,STATE_GOV,200-8,San Leandro,CA,1993 Marina Blvd,94577,US,['J1772'],,,2.0,EV Connect,http://evconnect.com/,,,,,,,,,,-122.172787,37.707918
818,private,2020-10-09,,ELEC,71907,2017-12-04,SG,E,Caltrans - District 32,2020-10-09T12:41:43Z,STATE_GOV,200-8,San Francisco,CA,120 Rickard St,94134,US,['J1772'],,,10.0,EV Connect,http://evconnect.com/,,,,,,,,,,-122.409883,37.73345
819,private,2019-11-08,,ELEC,71908,2017-12-04,SG,E,Caltrans - District 32,2020-08-03T15:17:27Z,STATE_GOV,200-8,San Jose,CA,6010 Monterey Rd,95138,US,['J1772'],,,2.0,Non-Networked,,,,,,,,,,,-121.774961,37.239249
820,private,2019-11-08,,ELEC,71909,2015-12-01,SG,E,Caltrans - District 32,2020-08-03T15:17:27Z,STATE_GOV,GPS,Fairfield,CA,2019 W Texes,94533,US,['J1772'],,,2.0,Non-Networked,,,,,,,,,,,-122.06363,38.248979
821,private,2020-04-08,,ELEC,71911,2015-05-01,SG,E,Caltrans - District 32-30,2020-04-08T12:29:55Z,STATE_GOV,200-9,Fresno,CA,1385 N West Ave,93728,US,['J1772'],,,4.0,Non-Networked,,,,,,,,,,,-119.827264,36.761301
822,private,2020-10-09,,ELEC,71912,2018-10-19,SG,E,Caltrans - District 59,2020-10-09T12:41:43Z,STATE_GOV,200-9,Sacramento,CA,5900 Folsom Blvd,95819,US,['J1772'],,,10.0,EV Connect,http://evconnect.com/,,,,,,,,,,-121.43528,38.55599
823,public,2020-09-03,,HY,71933,,P,T,Ontario CNG - 76,2020-09-03T19:35:48Z,CONVENIENCE_STORE,200-9,Ontario,CA,1850 E Holt Blvd,91761,US,,,,,,,,,,,True,"['350', '700']",['J2601'],https://m.cafcp.org/content/ontario,,-117.61148,34.063139
824,public,2020-05-06,,ELEC,72027,2013-09-30,P,E,California State University - Long Beach - Parking Structure 1,2020-05-06T17:56:57Z,COLLEGE_CAMPUS,GPS,Long Beach,CA,1250 Bellflower Blvd,90840,US,['J1772'],,,2.0,Non-Networked,,,Variable parking fee,,,,,,,,-118.116119,33.786099
825,public,2020-05-06,,ELEC,72028,2013-09-30,P,E,California State University - Long Beach - Parking Structure 2,2020-05-06T17:56:57Z,COLLEGE_CAMPUS,GPS,Long Beach,CA,1250 Bellflower Blvd,90840,US,['J1772'],,,1.0,Non-Networked,,,Variable parking fee,,,,,,,,-118.109671,33.786682
826,private,2019-11-08,,ELEC,72030,2015-07-01,SG,E,Caltrans - Headquarters,2020-08-03T15:17:27Z,STATE_GOV,GPS,Sacramento,CA,3400 R St,95816,US,['J1772'],,,2.0,Non-Networked,,,,,,,,,,,-121.465454,38.563247
827,public,2020-04-08,,ELEC,72354,2018-04-01,P,E,Castilian Technical Center - AppFolio,2020-04-08T12:29:55Z,RESEARCH_FACILITY,GPS,Goleta,CA,50 Castilian Dr,93117,US,['J1772'],,,4.0,EV Connect,http://evconnect.com/,,,,,,,,,,-119.863807,34.434273
828,private,2020-01-13,,ELEC,72359,2015-06-01,P,E,San Diego Gas and Electric - Kearny Facility,2020-01-21T18:34:38Z,UTILITY,GPS,San Diego,CA,5580 Overland Ave,92121,US,['J1772'],,,6.0,Non-Networked,,,,,,,,,,,-117.130671,32.834049
829,private,2020-01-13,,ELEC,72360,2015-06-01,P,E,San Diego Gas and Electric - Metro,2020-01-21T18:34:38Z,UTILITY,GPS,San Diego,CA,735 33rd St,92102,US,['J1772'],,,6.0,Non-Networked,,,,,,,,,,,-117.120837,32.713145
830,private,2020-05-15,,ELEC,72678,,,E,"CAIG Laboratories, Inc.",2020-09-02T14:42:54Z,,GPS,Poway,CA,12200  Thatcher Ct,92064,US,['J1772'],,,1.0,GE WattStation,https://www.gewattstation.com,,,,{'station': ['162345G01001010000']},,,,,,-117.041903,32.938852
831,public,2020-05-15,,ELEC,72682,,,E,Lastinger Parking,2020-12-12T22:36:52Z,PARKING_LOT,GPS,Orange,CA,300 E Walnut Ave,92867,US,['J1772'],,,2.0,GE WattStation,https://www.gewattstation.com,,Free,,{'station': ['162391G01001010000']},,,,,,-117.8515531945816,33.79483050769141
832,public,2020-05-15,,ELEC,72684,,,E,Barrera 1,2020-09-02T14:42:54Z,,GPS,Orange,CA,200  W Sycamore Ave,92868,US,['J1772'],,,1.0,GE WattStation,https://www.gewattstation.com,,Free,,{'station': ['162391G02001020000']},,,,,,-117.8541911,33.7933079
833,public,2020-05-15,,ELEC,72690,,,E,Miller,2020-09-02T14:42:54Z,,GPS,Orange,CA,590  N Shaffer St,92867,US,['J1772'],,,1.0,GE WattStation,https://www.gewattstation.com,,Free,,{'station': ['162391G02001030000']},,,,,,-117.8487249,33.7967625
834,public,2020-05-15,,ELEC,72691,,,E,161650G02002020000,2020-09-02T14:42:54Z,,GPS,San Jose,CA,310  Crescent Village Cir,95134,US,['J1772'],,,1.0,GE WattStation,https://www.gewattstation.com,,"$2.00 per hour, first 5 minutes free, minimum payment of $0.50; OR $2.00 per session, first 5 minutes free, minimum payment of $0.50; OR $3.00 per session, first 5 minutes free, minimum payment of $0.50; OR $4.00 per session, first 5 minutes free, minimum payment of $0.50; OR $5.00 per session, first 5 minutes free, minimum payment of $0.50; OR $6.00 per session, first 5 minutes free, minimum payment of $0.50",,{'station': ['161650G02002020000']},,,,,,-121.9299645,37.4025009
835,public,2020-05-15,,ELEC,72701,,,E,Verizon,2020-09-02T14:42:54Z,,GPS,Huntington Beach,CA,16401  Beach Blvd,92647,US,['J1772'],,,1.0,GE WattStation,https://www.gewattstation.com,,Free,,{'station': ['164108G01001010000']},,,,,,-117.9894989,33.7237572
836,private,2020-05-15,,ELEC,72707,,,E,Santa Clara Apartment Homes,2020-09-02T14:42:54Z,,GPS,Irvine,CA,100  Santa Louisa,92606,US,['J1772'],,,1.0,GE WattStation,https://www.gewattstation.com,,"$2.00 per hour, first 5 minutes free, minimum payment of $0.50; OR $2.00 per session, first 5 minutes free, minimum payment of $0.50; OR $3.00 per session, first 5 minutes free, minimum payment of $0.50; OR $4.00 per session, first 5 minutes free, minimum payment of $0.50; OR $5.00 per session, first 5 minutes free, minimum payment of $0.50; OR $6.00 per session, first 5 minutes free, minimum payment of $0.50",,{'station': ['171581G01001020000']},,,,,,-117.8141196,33.6883989
837,private,2020-05-15,,ELEC,72720,,,E,240 3rd garage,2020-09-02T14:42:54Z,,GPS,Los Altos,CA,240  3rd St,94022,US,['J1772'],,,1.0,GE WattStation,https://www.gewattstation.com,,,,{'station': ['172110G01001010000']},,,,,,-122.1152202,37.3779433
838,public,2020-05-15,,ELEC,72729,,,E,Hacienda,2020-09-02T14:42:54Z,,GPS,San Juan Capistrano,CA,28811 Ortega Way,92675,US,['J1772'],,,1.0,GE WattStation,https://www.gewattstation.com,,Free,,{'station': ['166335G01001020000']},,,,,,-117.6248219847,33.525379425
839,public,2020-05-15,,ELEC,72731,,,E,The Outpost,2020-09-02T14:42:54Z,,GPS,San Juan Capistrano,CA,28811 Ortega Way,92675,US,['J1772'],,,1.0,GE WattStation,https://www.gewattstation.com,,Free,,{'station': ['166336G01003010000']},,,,,,-117.6165093211,33.5273015508
840,public,2020-05-15,,ELEC,72732,,,E,Ranch House,2020-09-02T14:42:54Z,,GPS,San Juan Capistrano,CA,28811 Ortega Way,92675,US,['J1772'],,,1.0,GE WattStation,https://www.gewattstation.com,,Free,,{'station': ['166335G01001010000']},,,,,,-117.6241344023,33.5259515413
841,public,2020-05-15,,ELEC,72735,,,E,Fuse Project,2020-12-07T01:48:40Z,OFFICE_BLDG,GPS,San Francisco,CA,1401 16th St,94103,US,['J1772'],,,2.0,GE WattStation,https://www.gewattstation.com,,Free,,{'station': ['167318G01001010000']},,,,,,-122.401169,37.7660567
842,private,2020-05-15,,ELEC,72757,,,E,Toyota Technical Center,2020-09-02T14:42:54Z,,GPS,Gardena,CA,1630  W 186th St,90248,US,['J1772'],,,1.0,GE WattStation,https://www.gewattstation.com,,,,{'station': ['169256G01001010000']},,,,,,-118.306516,33.861163
843,private,2020-05-15,,ELEC,72760,,,E,SDG&E,2020-09-02T14:42:54Z,,GPS,San Diego,CA,8315  Century Park Ct,92123,US,['J1772'],,,1.0,GE WattStation,https://www.gewattstation.com,,,,{'station': ['169725G01001010000']},,,,,,-117.143055,32.822686
844,private,2020-05-15,,ELEC,72764,,,E,SCPGB,2020-12-07T02:25:33Z,PARKING_GARAGE,GPS,Santa Clara,CA,2200 Mission College Blvd,95054,US,['J1772'],,,5.0,GE WattStation,https://www.gewattstation.com,,"$0.10 per kWh, first 5 minutes free, minimum payment of $0.50",,{'station': ['169725G01001030000']},,,,,,-121.9648504597,37.3880294123
845,private,2020-05-15,,ELEC,72772,,,E,GE WattStation,2020-09-02T14:42:54Z,,GPS,Redwood City,CA,1553  El Camino Real,94063,US,['J1772'],,,1.0,GE WattStation,https://www.gewattstation.com,,"$2.00 per hour, first 5 minutes free, minimum payment of $0.50; OR $2.00 per session, first 5 minutes free, minimum payment of $0.50; OR $3.00 per session, first 5 minutes free, minimum payment of $0.50; OR $4.00 per session, first 5 minutes free, minimum payment of $0.50; OR $5.00 per session, first 5 minutes free, minimum payment of $0.50; OR $6.00 per session, first 5 minutes free, minimum payment of $0.50",,{'station': ['169814G01001010000']},,,,,,-122.2274333,37.4808266
846,private,2020-05-15,,ELEC,72776,,,E,SCPG D,2020-12-07T02:30:06Z,PARKING_GARAGE,GPS,Santa Clara,CA,2200 Mission College Blvd,95054,US,['J1772'],,,9.0,GE WattStation,https://www.gewattstation.com,,"$0.10 per kWh, first 5 minutes free, minimum payment of $0.50",,{'station': ['169760G01001120000']},,,,,,-121.9671933692,37.385882784
847,private,2020-05-15,,ELEC,72781,,,E,SC1,2020-12-12T22:39:12Z,PARKING_LOT,GPS,Santa Clara,CA,3065 Bowers Ave,95054,US,['J1772'],,,4.0,GE WattStation,https://www.gewattstation.com,,"$0.10 per kWh, first 5 minutes free, minimum payment of $0.50",,{'station': ['169725G01001080000']},,,,,,-121.976049589,37.3769826902
848,private,2020-05-15,,ELEC,72785,,,E,SC Garage A,2020-12-07T02:34:35Z,PARKING_GARAGE,GPS,Santa Clara,CA,2200 Mission College Blvd,95054,US,['J1772'],,,10.0,GE WattStation,https://www.gewattstation.com,,"$0.10 per kWh, first 5 minutes free, minimum payment of $0.50",,{'station': ['169760G01001040000']},,,,,,-121.9619724494,37.3872254886
849,private,2020-05-15,,ELEC,72796,,,E,3100 parking B1 level,2020-12-12T22:42:25Z,,GPS,Costa Mesa,CA,3100 Bristol St,92626,US,['J1772'],,,2.0,GE WattStation,https://www.gewattstation.com,,,,{'station': ['170162G01001010000']},,,,,,-117.8854184,33.6855496
850,public,2020-05-15,,ELEC,72798,,,E,Somerset West Partners LLC,2020-09-02T14:42:54Z,,GPS,Los Angeles,CA,21021  Ventura Blvd,91364,US,['J1772'],,,1.0,GE WattStation,https://www.gewattstation.com,,"$2.00 per hour, first 5 minutes free, minimum payment of $0.50",,{'station': ['170163G01001020000']},,,,,,-118.59117,34.167153
851,private,2020-05-15,,ELEC,72800,,,E,9725 ADA,2020-09-02T14:42:54Z,,GPS,San Diego,CA,9275  Sky Park Ct,92123,US,['J1772'],,,1.0,GE WattStation,https://www.gewattstation.com,,"$2.00 per hour, first 120 minutes free, minimum payment of $0.50",,{'station': ['170156G01001010000']},,,,,,-117.125502,32.815285
852,private,2020-05-15,,ELEC,72802,,,E,4510 Parking,2020-12-14T01:44:48Z,PARKING_GARAGE,GPS,San Diego,CA,4510  Executive Dr,92121,US,['J1772'],,,2.0,GE WattStation,https://www.gewattstation.com,,,,{'station': ['170160G01001020000']},,,,,,-117.211,32.8761269
853,private,2020-05-15,,ELEC,72804,,,E,9325 L,2020-12-14T03:55:13Z,,GPS,San Diego,CA,9325 Sky Park Ct,92123,US,['J1772'],,,2.0,GE WattStation,https://www.gewattstation.com,,"$2.00 per hour, first 120 minutes free, minimum payment of $0.50",,{'station': ['170155G01001010000']},,,,,,-117.125602,32.815285
854,private,2020-05-15,,ELEC,72805,,,E,GE WattStation - Cavotec,2020-09-02T14:42:54Z,,GPS,Cypress,CA,5665  Corporate Ave,90630,US,['J1772'],,,1.0,GE WattStation,https://www.gewattstation.com,,,,{'station': ['171887G01001010000']},,,,,,-118.033631,33.808184
855,public,2020-05-15,,ELEC,72818,,,E,West Campus,2020-12-08T03:48:20Z,COLLEGE_CAMPUS,GPS,Orange,CA,230 N Cypress St,92866,US,['J1772'],,,3.0,GE WattStation,https://www.gewattstation.com,,Free,,{'station': ['171615G01001050000']},,,,,,-117.8563718,33.7900065
856,private,2020-05-15,,ELEC,72836,,,E,GE WattStation,2020-09-02T14:42:54Z,,GPS,Redwood City,CA,710  Bair Island Rd,94063,US,['J1772'],,,1.0,GE WattStation,https://www.gewattstation.com,,,,{'station': ['171616G01001030000']},,,,,,-122.2237448,37.4977052
857,public,2020-05-15,,ELEC,72850,,,E,GE WattStation,2020-12-01T18:57:56Z,,GPS,San Diego,CA,13538  Sabre Springs Pkwy,92128,US,['J1772'],,,9.0,GE WattStation,https://www.gewattstation.com,,"$0.49 per kWh, first 5 minutes free, minimum payment of $0.50",,{'station': ['173714G01001010000']},,,,,,-117.0921177,32.9621984
858,public,2020-05-15,,ELEC,72856,,,E,GE WattStation 11,2020-09-02T14:42:54Z,,GPS,San Diego,CA,13400  Sabre Springs Pkwy,92128,US,['J1772'],,,1.0,GE WattStation,https://www.gewattstation.com,,"$0.49 per kWh, first 5 minutes free, minimum payment of $0.50",,{'station': ['173714G01001030000']},,,,,,-117.092757,32.961506
